timestamp,value,metric,instance,job
2025-11-03 22:33:15,8.500473538339179,"instance=""node-exporter:9100"",job=""node""",node-exporter:9100,node
2025-11-03 22:33:30,8.532480300755324,"instance=""node-exporter:9100"",job=""node""",node-exporter:9100,node
2025-11-03 22:33:45,8.485114024946483,"instance=""node-exporter:9100"",job=""node""",node-exporter:9100,node
2025-11-03 22:34:00,8.483185531972921,"instance=""node-exporter:9100"",job=""node""",node-exporter:9100,node
2025-11-03 22:34:15,8.49155892404525,"instance=""node-exporter:9100"",job=""node""",node-exporter:9100,node
2025-11-03 22:34:30,8.456454130981257,"instance=""node-exporter:9100"",job=""node""",node-exporter:9100,node
2025-11-03 22:34:45,8.515217178169365,"instance=""node-exporter:9100"",job=""node""",node-exporter:9100,node
2025-11-03 22:35:00,8.473966091370258,"instance=""node-exporter:9100"",job=""node""",node-exporter:9100,node
2025-11-03 22:35:15,8.480187036446267,"instance=""node-exporter:9100"",job=""node""",node-exporter:9100,node
2025-11-03 22:35:30,8.502433136038135,"instance=""node-exporter:9100"",job=""node""",node-exporter:9100,node
2025-11-03 22:35:45,8.501207609858156,"instance=""node-exporter:9100"",job=""node""",node-exporter:9100,node
2025-11-03 22:36:00,8.519571839722573,"instance=""node-exporter:9100"",job=""node""",node-exporter:9100,node
2025-11-03 22:36:15,8.51815346424523,"instance=""node-exporter:9100"",job=""node""",node-exporter:9100,node
2025-11-03 22:36:30,8.484106231844166,"instance=""node-exporter:9100"",job=""node""",node-exporter:9100,node
2025-11-03 22:36:45,8.498289986617507,"instance=""node-exporter:9100"",job=""node""",node-exporter:9100,node
2025-11-03 22:37:00,8.497692775890215,"instance=""node-exporter:9100"",job=""node""",node-exporter:9100,node
2025-11-03 22:37:15,8.516990147516026,"instance=""node-exporter:9100"",job=""node""",node-exporter:9100,node
2025-11-03 22:37:30,8.530128783516588,"instance=""node-exporter:9100"",job=""node""",node-exporter:9100,node
2025-11-03 22:37:45,8.555292506349105,"instance=""node-exporter:9100"",job=""node""",node-exporter:9100,node
2025-11-03 22:38:00,8.542564452723553,"instance=""node-exporter:9100"",job=""node""",node-exporter:9100,node
2025-11-03 22:38:15,8.56375921259756,"instance=""node-exporter:9100"",job=""node""",node-exporter:9100,node
2025-11-03 22:38:30,8.532741580448516,"instance=""node-exporter:9100"",job=""node""",node-exporter:9100,node
2025-11-03 22:38:45,8.494880908715842,"instance=""node-exporter:9100"",job=""node""",node-exporter:9100,node
2025-11-03 22:39:00,8.501624413178249,"instance=""node-exporter:9100"",job=""node""",node-exporter:9100,node
2025-11-03 22:39:15,8.539864562560567,"instance=""node-exporter:9100"",job=""node""",node-exporter:9100,node
2025-11-03 22:39:30,8.5436157924414,"instance=""node-exporter:9100"",job=""node""",node-exporter:9100,node
2025-11-03 22:39:45,8.553295582979686,"instance=""node-exporter:9100"",job=""node""",node-exporter:9100,node
2025-11-03 22:40:00,8.458084018591165,"instance=""node-exporter:9100"",job=""node""",node-exporter:9100,node
2025-11-03 22:40:15,8.466706248466537,"instance=""node-exporter:9100"",job=""node""",node-exporter:9100,node
2025-11-03 22:40:30,8.472709460464898,"instance=""node-exporter:9100"",job=""node""",node-exporter:9100,node
2025-11-03 22:40:45,8.516834623889125,"instance=""node-exporter:9100"",job=""node""",node-exporter:9100,node
2025-11-03 22:41:00,8.5073725664285,"instance=""node-exporter:9100"",job=""node""",node-exporter:9100,node
2025-11-03 22:41:15,8.50756541572585,"instance=""node-exporter:9100"",job=""node""",node-exporter:9100,node
2025-11-03 22:41:30,8.52015660855973,"instance=""node-exporter:9100"",job=""node""",node-exporter:9100,node
2025-11-03 22:41:45,8.526110052997467,"instance=""node-exporter:9100"",job=""node""",node-exporter:9100,node
2025-11-03 22:42:00,8.49875033655313,"instance=""node-exporter:9100"",job=""node""",node-exporter:9100,node
2025-11-03 22:42:15,8.50202255366311,"instance=""node-exporter:9100"",job=""node""",node-exporter:9100,node
2025-11-03 22:42:30,8.51279100958972,"instance=""node-exporter:9100"",job=""node""",node-exporter:9100,node
2025-11-03 22:42:45,8.501991448937744,"instance=""node-exporter:9100"",job=""node""",node-exporter:9100,node
2025-11-03 22:43:00,8.510277747779,"instance=""node-exporter:9100"",job=""node""",node-exporter:9100,node
2025-11-03 22:43:15,8.479110812948122,"instance=""node-exporter:9100"",job=""node""",node-exporter:9100,node
2025-11-03 22:43:30,8.448690391526384,"instance=""node-exporter:9100"",job=""node""",node-exporter:9100,node
2025-11-03 22:43:45,8.49482492021015,"instance=""node-exporter:9100"",job=""node""",node-exporter:9100,node
2025-11-03 22:44:00,8.471875853824713,"instance=""node-exporter:9100"",job=""node""",node-exporter:9100,node
2025-11-03 22:44:15,8.493170148819942,"instance=""node-exporter:9100"",job=""node""",node-exporter:9100,node
2025-11-03 22:44:30,8.477089005798419,"instance=""node-exporter:9100"",job=""node""",node-exporter:9100,node
2025-11-03 22:44:45,8.44961731234271,"instance=""node-exporter:9100"",job=""node""",node-exporter:9100,node
2025-11-03 22:45:00,8.451595572876883,"instance=""node-exporter:9100"",job=""node""",node-exporter:9100,node
2025-11-03 22:45:15,8.457716982831684,"instance=""node-exporter:9100"",job=""node""",node-exporter:9100,node
2025-11-03 22:45:30,8.453362321278462,"instance=""node-exporter:9100"",job=""node""",node-exporter:9100,node
2025-11-03 22:45:45,8.471994051781152,"instance=""node-exporter:9100"",job=""node""",node-exporter:9100,node
2025-11-03 22:46:00,8.452454063297367,"instance=""node-exporter:9100"",job=""node""",node-exporter:9100,node
2025-11-03 22:46:15,8.495179514079481,"instance=""node-exporter:9100"",job=""node""",node-exporter:9100,node
2025-11-03 22:46:30,8.489680198632286,"instance=""node-exporter:9100"",job=""node""",node-exporter:9100,node
2025-11-03 22:46:45,8.462220947066726,"instance=""node-exporter:9100"",job=""node""",node-exporter:9100,node
2025-11-03 22:47:00,8.674852849765173,"instance=""node-exporter:9100"",job=""node""",node-exporter:9100,node
