timestamp,value,metric,device,instance,job
2025-11-03 22:11:43,0.01491578947369769,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-03 22:11:58,0.013540350877232604,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-03 22:12:13,0.014575438596524722,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-03 22:12:28,0.015582456140321466,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-03 22:12:43,0.01572982456137859,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-03 22:12:58,0.015112280701756835,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-03 22:13:13,0.014347368421077955,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-03 22:13:28,0.014617543859691193,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-03 22:13:43,0.015185964912259868,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-03 22:13:58,0.014621052631583439,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-03 22:14:13,0.015242105263148498,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-03 22:14:28,0.016459649122828664,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-03 22:14:43,0.01662456140350019,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-03 22:14:58,0.015884210526322322,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-03 22:15:13,0.015684210526319874,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-03 22:15:28,0.016031578947379447,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-03 22:15:43,0.017063157894728263,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-03 22:15:58,0.015803508771881622,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-03 22:16:13,0.015519298245648344,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-03 22:16:28,0.017161403508783365,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-03 22:16:43,0.017231578947343094,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-03 22:16:58,0.016438596491219898,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-03 22:17:13,0.016635087719330106,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-03 22:17:28,0.017105263157894735,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-03 22:17:43,0.01698947368422523,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-03 22:17:58,0.016817543859667095,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-03 22:18:13,0.017273684210509566,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-03 22:18:28,0.017168421052669972,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-03 22:18:43,0.01685263157894696,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-03 22:18:58,0.015884210526322322,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-03 22:19:13,0.015407017543871086,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-03 22:19:28,0.016038596491266058,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-03 22:19:43,0.015445614035094254,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-03 22:19:58,0.014585964912252515,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-03 22:20:13,0.01482105263158589,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-03 22:20:28,0.01467719298247207,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-03 22:20:43,0.014814035087750341,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-03 22:20:58,0.014042105263133793,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-03 22:21:13,0.013108771929789024,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-03 22:21:28,0.013207017543844126,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-03 22:21:43,0.012747368421058348,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-03 22:21:58,0.012042105263160345,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-03 22:22:13,0.01162456140354104,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-03 22:22:28,0.012357894736832301,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-03 22:22:43,0.012028070175438187,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-03 22:22:58,0.011164912280704204,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-03 22:23:13,0.014866666666644608,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
