[2025-Nov-03 22:26:39.643105] <info>: (UserMentionService.cpp:75:main) Starting the user-mention-service server...
[2025-Nov-03 22:28:34.477155] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=603364211181735040, usernames count=0]
[2025-Nov-03 22:29:43.198298] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=795846785689218432, total user_mentions count=0]
[2025-Nov-03 22:29:43.198398] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=795846785689218432, return count=0]
[2025-Nov-03 22:29:48.814868] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=749619381510646400, usernames count=0]
[2025-Nov-03 22:29:48.815082] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=749619381510646400, total user_mentions count=0]
[2025-Nov-03 22:29:48.815126] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=749619381510646400, return count=0]
[2025-Nov-03 22:29:54.553706] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=529985236399617792, usernames count=0]
[2025-Nov-03 22:29:54.553856] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=529985236399617792, total user_mentions count=0]
[2025-Nov-03 22:29:54.553902] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=529985236399617792, return count=0]
[2025-Nov-03 22:30:00.302889] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=352755587179145536, usernames count=0]
[2025-Nov-03 22:30:00.303115] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=352755587179145536, total user_mentions count=0]
[2025-Nov-03 22:30:00.303160] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=352755587179145536, return count=0]
[2025-Nov-03 22:30:06.027014] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=40631604707383488, usernames count=0]
[2025-Nov-03 22:30:06.027202] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=40631604707383488, total user_mentions count=0]
[2025-Nov-03 22:30:06.027267] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=40631604707383488, return count=0]
[2025-Nov-03 22:30:11.814890] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=1014896202132701312, usernames count=0]
[2025-Nov-03 22:30:11.815026] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=1014896202132701312, total user_mentions count=0]
[2025-Nov-03 22:30:11.815059] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=1014896202132701312, return count=0]
[2025-Nov-03 22:30:17.606583] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=825112757742783232, usernames count=0]
[2025-Nov-03 22:30:17.606823] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=825112757742783232, total user_mentions count=0]
[2025-Nov-03 22:30:17.606863] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=825112757742783232, return count=0]
[2025-Nov-03 22:30:23.396339] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=248081594832371200, usernames count=0]
[2025-Nov-03 22:30:23.397814] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=248081594832371200, total user_mentions count=0]
[2025-Nov-03 22:30:23.397866] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=248081594832371200, return count=0]
[2025-Nov-03 22:30:29.164476] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=808232549327630720, usernames count=0]
[2025-Nov-03 22:30:29.164753] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=808232549327630720, total user_mentions count=0]
[2025-Nov-03 22:30:29.164824] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=808232549327630720, return count=0]
[2025-Nov-03 22:30:34.984590] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=900530307523538, usernames count=0]
[2025-Nov-03 22:30:34.986182] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=900530307523538, total user_mentions count=0]
[2025-Nov-03 22:30:34.986266] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=900530307523538, return count=0]
[2025-Nov-03 22:30:40.721448] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=9590634607029032, usernames count=0]
[2025-Nov-03 22:30:40.721676] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=9590634607029032, total user_mentions count=0]
[2025-Nov-03 22:30:40.721735] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=9590634607029032, return count=0]
[2025-Nov-03 22:30:46.376986] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=824602450715965440, usernames count=0]
[2025-Nov-03 22:30:46.377277] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=824602450715965440, total user_mentions count=0]
[2025-Nov-03 22:30:46.377400] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=824602450715965440, return count=0]
[2025-Nov-03 22:30:52.066971] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=846614934829477504, usernames count=0]
[2025-Nov-03 22:30:52.067414] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=846614934829477504, total user_mentions count=0]
[2025-Nov-03 22:30:52.067638] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=846614934829477504, return count=0]
[2025-Nov-03 22:30:57.799443] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=18100387461459232, usernames count=0]
[2025-Nov-03 22:30:57.799855] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=18100387461459232, total user_mentions count=0]
[2025-Nov-03 22:30:57.799897] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=18100387461459232, return count=0]
[2025-Nov-03 22:31:03.446134] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=1063174268605283072, usernames count=0]
[2025-Nov-03 22:31:03.446592] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=1063174268605283072, total user_mentions count=0]
[2025-Nov-03 22:31:03.446734] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=1063174268605283072, return count=0]
[2025-Nov-03 22:31:09.178680] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=148376507508753920, usernames count=0]
[2025-Nov-03 22:31:09.178911] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=148376507508753920, total user_mentions count=0]
[2025-Nov-03 22:31:09.178982] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=148376507508753920, return count=0]
[2025-Nov-03 22:31:14.801831] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=200402377826101088, usernames count=0]
[2025-Nov-03 22:31:14.802040] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=200402377826101088, total user_mentions count=0]
[2025-Nov-03 22:31:14.802089] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=200402377826101088, return count=0]
[2025-Nov-03 22:31:20.514397] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=636566671699552384, usernames count=0]
[2025-Nov-03 22:31:20.514635] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=636566671699552384, total user_mentions count=0]
[2025-Nov-03 22:31:20.514685] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=636566671699552384, return count=0]
[2025-Nov-03 22:31:26.267994] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=182836326481245760, usernames count=0]
[2025-Nov-03 22:31:26.268163] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=182836326481245760, total user_mentions count=0]
[2025-Nov-03 22:31:26.268194] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=182836326481245760, return count=0]
[2025-Nov-03 22:31:31.964130] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=920248307664530688, usernames count=0]
[2025-Nov-03 22:31:31.964254] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=920248307664530688, total user_mentions count=0]
[2025-Nov-03 22:31:31.964328] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=920248307664530688, return count=0]
[2025-Nov-03 22:31:37.569785] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=879961535762499328, usernames count=0]
[2025-Nov-03 22:31:37.569999] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=879961535762499328, total user_mentions count=0]
[2025-Nov-03 22:31:37.570088] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=879961535762499328, return count=0]
[2025-Nov-03 22:31:43.287055] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=93831704964809920, usernames count=0]
[2025-Nov-03 22:31:43.287379] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=93831704964809920, total user_mentions count=0]
[2025-Nov-03 22:31:43.287503] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=93831704964809920, return count=0]
[2025-Nov-03 22:31:49.044354] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=689574268886970624, usernames count=0]
[2025-Nov-03 22:31:49.045015] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=689574268886970624, total user_mentions count=0]
[2025-Nov-03 22:31:49.045120] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=689574268886970624, return count=0]
[2025-Nov-03 22:31:54.747610] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=874274397784457216, usernames count=0]
[2025-Nov-03 22:31:54.747878] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=874274397784457216, total user_mentions count=0]
[2025-Nov-03 22:31:54.749853] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=874274397784457216, return count=0]
[2025-Nov-03 22:32:00.532412] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=1072534275708371328, usernames count=0]
[2025-Nov-03 22:32:00.532617] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=1072534275708371328, total user_mentions count=0]
[2025-Nov-03 22:32:00.532686] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=1072534275708371328, return count=0]
[2025-Nov-03 22:32:06.194048] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=937599054065646080, usernames count=0]
[2025-Nov-03 22:32:06.194311] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=937599054065646080, total user_mentions count=0]
[2025-Nov-03 22:32:06.194356] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=937599054065646080, return count=0]
[2025-Nov-03 22:32:11.953735] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=174895829225754976, usernames count=0]
[2025-Nov-03 22:32:11.957119] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=174895829225754976, total user_mentions count=0]
[2025-Nov-03 22:32:11.957173] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=174895829225754976, return count=0]
[2025-Nov-03 22:32:17.658356] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=418850805737556608, usernames count=0]
[2025-Nov-03 22:32:17.658508] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=418850805737556608, total user_mentions count=0]
[2025-Nov-03 22:32:17.658548] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=418850805737556608, return count=0]
[2025-Nov-03 22:32:23.358820] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=127925763518470480, usernames count=0]
[2025-Nov-03 22:32:23.358957] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=127925763518470480, total user_mentions count=0]
[2025-Nov-03 22:32:23.358999] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=127925763518470480, return count=0]
[2025-Nov-03 22:32:29.054802] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=770832583704455680, usernames count=0]
[2025-Nov-03 22:32:29.054930] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=770832583704455680, total user_mentions count=0]
[2025-Nov-03 22:32:29.054963] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=770832583704455680, return count=0]
[2025-Nov-03 22:32:34.850900] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=999845309404505600, usernames count=0]
[2025-Nov-03 22:32:34.851048] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=999845309404505600, total user_mentions count=0]
[2025-Nov-03 22:32:34.851082] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=999845309404505600, return count=0]
[2025-Nov-03 22:32:40.551454] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=258846347994879104, usernames count=0]
[2025-Nov-03 22:32:40.551675] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=258846347994879104, total user_mentions count=0]
[2025-Nov-03 22:32:40.551779] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=258846347994879104, return count=0]
[2025-Nov-03 22:32:46.240151] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=1131866163241652224, usernames count=0]
[2025-Nov-03 22:32:46.240360] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=1131866163241652224, total user_mentions count=0]
[2025-Nov-03 22:32:46.240457] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=1131866163241652224, return count=0]
[2025-Nov-03 22:32:51.886726] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=545078262462269760, usernames count=0]
[2025-Nov-03 22:32:51.886900] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=545078262462269760, total user_mentions count=0]
[2025-Nov-03 22:32:51.886932] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=545078262462269760, return count=0]
[2025-Nov-03 22:32:57.543548] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=512439279084566400, usernames count=0]
[2025-Nov-03 22:32:57.543731] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=512439279084566400, total user_mentions count=0]
[2025-Nov-03 22:32:57.543783] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=512439279084566400, return count=0]
[2025-Nov-03 22:33:03.279707] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=276955843017925856, usernames count=0]
[2025-Nov-03 22:33:03.279888] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=276955843017925856, total user_mentions count=0]
[2025-Nov-03 22:33:03.279927] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=276955843017925856, return count=0]
[2025-Nov-03 22:33:08.982136] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=831970782070815744, usernames count=0]
[2025-Nov-03 22:33:08.982492] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=831970782070815744, total user_mentions count=0]
[2025-Nov-03 22:33:08.982534] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=831970782070815744, return count=0]
[2025-Nov-03 22:33:14.749575] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=253649174841817216, usernames count=0]
[2025-Nov-03 22:33:14.750319] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=253649174841817216, total user_mentions count=0]
[2025-Nov-03 22:33:14.750353] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=253649174841817216, return count=0]
[2025-Nov-03 22:33:20.481402] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=940161300622737920, usernames count=0]
[2025-Nov-03 22:33:20.481590] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=940161300622737920, total user_mentions count=0]
[2025-Nov-03 22:33:20.481626] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=940161300622737920, return count=0]
[2025-Nov-03 22:33:25.902211] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=226000168210491200, usernames count=0]
[2025-Nov-03 22:33:25.902375] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=226000168210491200, total user_mentions count=0]
[2025-Nov-03 22:33:25.902408] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=226000168210491200, return count=0]
[2025-Nov-03 22:33:31.264055] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=605951325310250496, usernames count=0]
[2025-Nov-03 22:33:31.264232] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=605951325310250496, total user_mentions count=0]
[2025-Nov-03 22:33:31.264294] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=605951325310250496, return count=0]
[2025-Nov-03 22:33:36.624210] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=647824003227261056, usernames count=0]
[2025-Nov-03 22:33:36.624341] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=647824003227261056, total user_mentions count=0]
[2025-Nov-03 22:33:36.624371] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=647824003227261056, return count=0]
[2025-Nov-03 22:33:41.973620] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=851411982169733760, usernames count=0]
[2025-Nov-03 22:33:41.973789] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=851411982169733760, total user_mentions count=0]
[2025-Nov-03 22:33:41.973828] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=851411982169733760, return count=0]
[2025-Nov-03 22:33:47.318394] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=1093431665548550144, usernames count=0]
[2025-Nov-03 22:33:47.318522] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=1093431665548550144, total user_mentions count=0]
[2025-Nov-03 22:33:47.318569] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=1093431665548550144, return count=0]
[2025-Nov-03 22:33:52.682905] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=1270652277485916, usernames count=0]
[2025-Nov-03 22:33:52.683075] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=1270652277485916, total user_mentions count=0]
[2025-Nov-03 22:33:52.683111] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=1270652277485916, return count=0]
