timestamp,value,metric,device,fstype,instance,job,mountpoint
2025-11-04 00:05:50,38.27560722551572,"device=""/dev/vda1"",fstype=""ext4"",instance=""node-exporter:9100"",job=""node"",mountpoint=""/""",/dev/vda1,ext4,node-exporter:9100,node,/
2025-11-04 00:06:05,38.2758317685594,"device=""/dev/vda1"",fstype=""ext4"",instance=""node-exporter:9100"",job=""node"",mountpoint=""/""",/dev/vda1,ext4,node-exporter:9100,node,/
2025-11-04 00:06:20,38.275956514694776,"device=""/dev/vda1"",fstype=""ext4"",instance=""node-exporter:9100"",job=""node"",mountpoint=""/""",/dev/vda1,ext4,node-exporter:9100,node,/
2025-11-04 00:06:35,38.27607128113931,"device=""/dev/vda1"",fstype=""ext4"",instance=""node-exporter:9100"",job=""node"",mountpoint=""/""",/dev/vda1,ext4,node-exporter:9100,node,/
2025-11-04 00:06:50,38.27618105773845,"device=""/dev/vda1"",fstype=""ext4"",instance=""node-exporter:9100"",job=""node"",mountpoint=""/""",/dev/vda1,ext4,node-exporter:9100,node,/
2025-11-04 00:07:05,38.276265885110504,"device=""/dev/vda1"",fstype=""ext4"",instance=""node-exporter:9100"",job=""node"",mountpoint=""/""",/dev/vda1,ext4,node-exporter:9100,node,/
2025-11-04 00:07:20,38.27845642724773,"device=""/dev/vda1"",fstype=""ext4"",instance=""node-exporter:9100"",job=""node"",mountpoint=""/""",/dev/vda1,ext4,node-exporter:9100,node,/
2025-11-04 00:07:35,38.273271977861455,"device=""/dev/vda1"",fstype=""ext4"",instance=""node-exporter:9100"",job=""node"",mountpoint=""/""",/dev/vda1,ext4,node-exporter:9100,node,/
2025-11-04 00:07:50,38.27338175446059,"device=""/dev/vda1"",fstype=""ext4"",instance=""node-exporter:9100"",job=""node"",mountpoint=""/""",/dev/vda1,ext4,node-exporter:9100,node,/
2025-11-04 00:08:05,38.27378593193921,"device=""/dev/vda1"",fstype=""ext4"",instance=""node-exporter:9100"",job=""node"",mountpoint=""/""",/dev/vda1,ext4,node-exporter:9100,node,/
2025-11-04 00:08:20,38.27387574915668,"device=""/dev/vda1"",fstype=""ext4"",instance=""node-exporter:9100"",job=""node"",mountpoint=""/""",/dev/vda1,ext4,node-exporter:9100,node,/
2025-11-04 00:08:35,38.27401047498289,"device=""/dev/vda1"",fstype=""ext4"",instance=""node-exporter:9100"",job=""node"",mountpoint=""/""",/dev/vda1,ext4,node-exporter:9100,node,/
2025-11-04 00:08:50,38.27410528204577,"device=""/dev/vda1"",fstype=""ext4"",instance=""node-exporter:9100"",job=""node"",mountpoint=""/""",/dev/vda1,ext4,node-exporter:9100,node,/
2025-11-04 00:09:05,38.274254977408226,"device=""/dev/vda1"",fstype=""ext4"",instance=""node-exporter:9100"",job=""node"",mountpoint=""/""",/dev/vda1,ext4,node-exporter:9100,node,/
2025-11-04 00:09:20,38.274364754007365,"device=""/dev/vda1"",fstype=""ext4"",instance=""node-exporter:9100"",job=""node"",mountpoint=""/""",/dev/vda1,ext4,node-exporter:9100,node,/
2025-11-04 00:09:35,38.27444958137941,"device=""/dev/vda1"",fstype=""ext4"",instance=""node-exporter:9100"",job=""node"",mountpoint=""/""",/dev/vda1,ext4,node-exporter:9100,node,/
2025-11-04 00:09:50,38.274559357978546,"device=""/dev/vda1"",fstype=""ext4"",instance=""node-exporter:9100"",job=""node"",mountpoint=""/""",/dev/vda1,ext4,node-exporter:9100,node,/
2025-11-04 00:10:05,38.27467412442309,"device=""/dev/vda1"",fstype=""ext4"",instance=""node-exporter:9100"",job=""node"",mountpoint=""/""",/dev/vda1,ext4,node-exporter:9100,node,/
2025-11-04 00:10:20,38.27478889086764,"device=""/dev/vda1"",fstype=""ext4"",instance=""node-exporter:9100"",job=""node"",mountpoint=""/""",/dev/vda1,ext4,node-exporter:9100,node,/
2025-11-04 00:10:35,38.27490365731219,"device=""/dev/vda1"",fstype=""ext4"",instance=""node-exporter:9100"",job=""node"",mountpoint=""/""",/dev/vda1,ext4,node-exporter:9100,node,/
2025-11-04 00:10:50,38.27498848468424,"device=""/dev/vda1"",fstype=""ext4"",instance=""node-exporter:9100"",job=""node"",mountpoint=""/""",/dev/vda1,ext4,node-exporter:9100,node,/
2025-11-04 00:11:05,38.27511323081963,"device=""/dev/vda1"",fstype=""ext4"",instance=""node-exporter:9100"",job=""node"",mountpoint=""/""",/dev/vda1,ext4,node-exporter:9100,node,/
2025-11-04 00:11:20,38.275213027727915,"device=""/dev/vda1"",fstype=""ext4"",instance=""node-exporter:9100"",job=""node"",mountpoint=""/""",/dev/vda1,ext4,node-exporter:9100,node,/
2025-11-04 00:11:35,38.275337773863306,"device=""/dev/vda1"",fstype=""ext4"",instance=""node-exporter:9100"",job=""node"",mountpoint=""/""",/dev/vda1,ext4,node-exporter:9100,node,/
2025-11-04 00:11:50,38.275447550462424,"device=""/dev/vda1"",fstype=""ext4"",instance=""node-exporter:9100"",job=""node"",mountpoint=""/""",/dev/vda1,ext4,node-exporter:9100,node,/
2025-11-04 00:12:05,38.27555732706156,"device=""/dev/vda1"",fstype=""ext4"",instance=""node-exporter:9100"",job=""node"",mountpoint=""/""",/dev/vda1,ext4,node-exporter:9100,node,/
2025-11-04 00:12:20,38.27578187010524,"device=""/dev/vda1"",fstype=""ext4"",instance=""node-exporter:9100"",job=""node"",mountpoint=""/""",/dev/vda1,ext4,node-exporter:9100,node,/
2025-11-04 00:12:35,38.27589663654979,"device=""/dev/vda1"",fstype=""ext4"",instance=""node-exporter:9100"",job=""node"",mountpoint=""/""",/dev/vda1,ext4,node-exporter:9100,node,/
2025-11-04 00:12:50,38.275991443612675,"device=""/dev/vda1"",fstype=""ext4"",instance=""node-exporter:9100"",job=""node"",mountpoint=""/""",/dev/vda1,ext4,node-exporter:9100,node,/
2025-11-04 00:13:05,38.27632077341006,"device=""/dev/vda1"",fstype=""ext4"",instance=""node-exporter:9100"",job=""node"",mountpoint=""/""",/dev/vda1,ext4,node-exporter:9100,node,/
2025-11-04 00:13:20,38.2763956210913,"device=""/dev/vda1"",fstype=""ext4"",instance=""node-exporter:9100"",job=""node"",mountpoint=""/""",/dev/vda1,ext4,node-exporter:9100,node,/
2025-11-04 00:13:35,38.276520367226674,"device=""/dev/vda1"",fstype=""ext4"",instance=""node-exporter:9100"",job=""node"",mountpoint=""/""",/dev/vda1,ext4,node-exporter:9100,node,/
2025-11-04 00:13:50,38.276640123516636,"device=""/dev/vda1"",fstype=""ext4"",instance=""node-exporter:9100"",job=""node"",mountpoint=""/""",/dev/vda1,ext4,node-exporter:9100,node,/
2025-11-04 00:14:05,38.2767598798066,"device=""/dev/vda1"",fstype=""ext4"",instance=""node-exporter:9100"",job=""node"",mountpoint=""/""",/dev/vda1,ext4,node-exporter:9100,node,/
2025-11-04 00:14:20,38.276874646251144,"device=""/dev/vda1"",fstype=""ext4"",instance=""node-exporter:9100"",job=""node"",mountpoint=""/""",/dev/vda1,ext4,node-exporter:9100,node,/
2025-11-04 00:14:35,38.27696945331404,"device=""/dev/vda1"",fstype=""ext4"",instance=""node-exporter:9100"",job=""node"",mountpoint=""/""",/dev/vda1,ext4,node-exporter:9100,node,/
2025-11-04 00:14:50,38.277064260376925,"device=""/dev/vda1"",fstype=""ext4"",instance=""node-exporter:9100"",job=""node"",mountpoint=""/""",/dev/vda1,ext4,node-exporter:9100,node,/
2025-11-04 00:15:05,38.2771890065123,"device=""/dev/vda1"",fstype=""ext4"",instance=""node-exporter:9100"",job=""node"",mountpoint=""/""",/dev/vda1,ext4,node-exporter:9100,node,/
2025-11-04 00:15:20,38.277308762802264,"device=""/dev/vda1"",fstype=""ext4"",instance=""node-exporter:9100"",job=""node"",mountpoint=""/""",/dev/vda1,ext4,node-exporter:9100,node,/
2025-11-04 00:15:35,38.2774235292468,"device=""/dev/vda1"",fstype=""ext4"",instance=""node-exporter:9100"",job=""node"",mountpoint=""/""",/dev/vda1,ext4,node-exporter:9100,node,/
2025-11-04 00:15:50,38.27749837692803,"device=""/dev/vda1"",fstype=""ext4"",instance=""node-exporter:9100"",job=""node"",mountpoint=""/""",/dev/vda1,ext4,node-exporter:9100,node,/
2025-11-04 00:16:05,38.27760815352717,"device=""/dev/vda1"",fstype=""ext4"",instance=""node-exporter:9100"",job=""node"",mountpoint=""/""",/dev/vda1,ext4,node-exporter:9100,node,/
2025-11-04 00:16:20,38.277722919971715,"device=""/dev/vda1"",fstype=""ext4"",instance=""node-exporter:9100"",job=""node"",mountpoint=""/""",/dev/vda1,ext4,node-exporter:9100,node,/
2025-11-04 00:16:35,38.27784267626168,"device=""/dev/vda1"",fstype=""ext4"",instance=""node-exporter:9100"",job=""node"",mountpoint=""/""",/dev/vda1,ext4,node-exporter:9100,node,/
2025-11-04 00:16:50,38.277947463015394,"device=""/dev/vda1"",fstype=""ext4"",instance=""node-exporter:9100"",job=""node"",mountpoint=""/""",/dev/vda1,ext4,node-exporter:9100,node,/
2025-11-04 00:17:05,38.27814705683199,"device=""/dev/vda1"",fstype=""ext4"",instance=""node-exporter:9100"",job=""node"",mountpoint=""/""",/dev/vda1,ext4,node-exporter:9100,node,/
2025-11-04 00:17:20,38.278376589721084,"device=""/dev/vda1"",fstype=""ext4"",instance=""node-exporter:9100"",job=""node"",mountpoint=""/""",/dev/vda1,ext4,node-exporter:9100,node,/
2025-11-04 00:17:35,38.2784813764748,"device=""/dev/vda1"",fstype=""ext4"",instance=""node-exporter:9100"",job=""node"",mountpoint=""/""",/dev/vda1,ext4,node-exporter:9100,node,/
2025-11-04 00:17:50,38.278596142919355,"device=""/dev/vda1"",fstype=""ext4"",instance=""node-exporter:9100"",job=""node"",mountpoint=""/""",/dev/vda1,ext4,node-exporter:9100,node,/
2025-11-04 00:18:05,38.27869593982766,"device=""/dev/vda1"",fstype=""ext4"",instance=""node-exporter:9100"",job=""node"",mountpoint=""/""",/dev/vda1,ext4,node-exporter:9100,node,/
2025-11-04 00:18:20,38.27878575704513,"device=""/dev/vda1"",fstype=""ext4"",instance=""node-exporter:9100"",job=""node"",mountpoint=""/""",/dev/vda1,ext4,node-exporter:9100,node,/
2025-11-04 00:18:35,38.278910503180505,"device=""/dev/vda1"",fstype=""ext4"",instance=""node-exporter:9100"",job=""node"",mountpoint=""/""",/dev/vda1,ext4,node-exporter:9100,node,/
2025-11-04 00:18:50,38.27903025947047,"device=""/dev/vda1"",fstype=""ext4"",instance=""node-exporter:9100"",job=""node"",mountpoint=""/""",/dev/vda1,ext4,node-exporter:9100,node,/
2025-11-04 00:19:05,38.27914502591501,"device=""/dev/vda1"",fstype=""ext4"",instance=""node-exporter:9100"",job=""node"",mountpoint=""/""",/dev/vda1,ext4,node-exporter:9100,node,/
2025-11-04 00:19:20,38.27924981266872,"device=""/dev/vda1"",fstype=""ext4"",instance=""node-exporter:9100"",job=""node"",mountpoint=""/""",/dev/vda1,ext4,node-exporter:9100,node,/
2025-11-04 00:19:35,38.27933464004079,"device=""/dev/vda1"",fstype=""ext4"",instance=""node-exporter:9100"",job=""node"",mountpoint=""/""",/dev/vda1,ext4,node-exporter:9100,node,/
2025-11-04 00:19:50,38.279439426794504,"device=""/dev/vda1"",fstype=""ext4"",instance=""node-exporter:9100"",job=""node"",mountpoint=""/""",/dev/vda1,ext4,node-exporter:9100,node,/
2025-11-04 00:20:05,38.27956417292988,"device=""/dev/vda1"",fstype=""ext4"",instance=""node-exporter:9100"",job=""node"",mountpoint=""/""",/dev/vda1,ext4,node-exporter:9100,node,/
2025-11-04 00:20:20,38.27968891906526,"device=""/dev/vda1"",fstype=""ext4"",instance=""node-exporter:9100"",job=""node"",mountpoint=""/""",/dev/vda1,ext4,node-exporter:9100,node,/
2025-11-04 00:20:35,38.27980867535522,"device=""/dev/vda1"",fstype=""ext4"",instance=""node-exporter:9100"",job=""node"",mountpoint=""/""",/dev/vda1,ext4,node-exporter:9100,node,/
2025-11-04 00:20:50,38.279903482418106,"device=""/dev/vda1"",fstype=""ext4"",instance=""node-exporter:9100"",job=""node"",mountpoint=""/""",/dev/vda1,ext4,node-exporter:9100,node,/
2025-11-04 00:21:05,38.28001325901723,"device=""/dev/vda1"",fstype=""ext4"",instance=""node-exporter:9100"",job=""node"",mountpoint=""/""",/dev/vda1,ext4,node-exporter:9100,node,/
2025-11-04 00:21:20,38.28013800515262,"device=""/dev/vda1"",fstype=""ext4"",instance=""node-exporter:9100"",job=""node"",mountpoint=""/""",/dev/vda1,ext4,node-exporter:9100,node,/
2025-11-04 00:21:35,38.280252771597155,"device=""/dev/vda1"",fstype=""ext4"",instance=""node-exporter:9100"",job=""node"",mountpoint=""/""",/dev/vda1,ext4,node-exporter:9100,node,/
2025-11-04 00:21:50,38.2803675380417,"device=""/dev/vda1"",fstype=""ext4"",instance=""node-exporter:9100"",job=""node"",mountpoint=""/""",/dev/vda1,ext4,node-exporter:9100,node,/
2025-11-04 00:22:05,38.346897146961076,"device=""/dev/vda1"",fstype=""ext4"",instance=""node-exporter:9100"",job=""node"",mountpoint=""/""",/dev/vda1,ext4,node-exporter:9100,node,/
