timestamp,value,metric,device,instance,job
2025-11-04 00:08:16,0.026059649122844187,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-04 00:08:31,0.016133333333326796,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-04 00:08:46,0.010049122807022444,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-04 00:09:01,0.011410526315765373,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-04 00:09:16,0.011396491228094274,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-04 00:09:31,0.011021052631539324,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-04 00:09:46,0.009891228070186466,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-04 00:10:01,0.01203859649121704,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-04 00:10:16,0.012035087719273736,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-04 00:10:31,0.012691228070169718,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-04 00:10:46,0.010789473684200314,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-04 00:11:01,0.011414035087708677,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-04 00:11:16,0.011340350877205644,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-04 00:11:31,0.011298245614039172,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-04 00:11:46,0.00901754385967363,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-04 00:12:01,0.010477192982471661,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-04 00:12:16,0.010463157894698445,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-04 00:12:31,0.010550877192974694,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-04 00:12:46,0.00889824561400976,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-04 00:13:01,0.011045614035040336,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-04 00:13:16,0.010971929824588361,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-04 00:13:31,0.01097894736842391,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-04 00:13:46,0.009473684210567162,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-04 00:14:01,0.010950877192979595,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-04 00:14:16,0.010940350877200742,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-04 00:14:31,0.010596491228084471,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-04 00:14:46,0.008684210526285152,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-04 00:15:01,0.011280701754424768,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-04 00:15:16,0.010673684210530807,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-04 00:15:31,0.010645614035086492,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-04 00:15:46,0.00957543859651451,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-04 00:16:01,0.012035087719273736,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-04 00:16:16,0.012087719298219063,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-04 00:16:31,0.012098245613997916,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-04 00:16:46,0.010894736842090965,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-04 00:17:01,0.01301052631578498,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-04 00:17:16,0.012982456140340664,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-04 00:17:31,0.013101754385953474,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-04 00:17:46,0.010877192982476563,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-04 00:18:01,0.012375438596497762,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-04 00:18:16,0.012487719298223964,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-04 00:18:31,0.012600000000001225,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-04 00:18:46,0.01148070175437616,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-04 00:19:01,0.01220701754388293,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-04 00:19:16,0.01306666666667361,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-04 00:19:31,0.012800000000003675,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-04 00:19:46,0.010224561403472825,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-04 00:20:01,0.01139298245615097,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-04 00:20:16,0.012873684210506707,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-04 00:20:31,0.012943859649117496,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-04 00:20:46,0.010607017543863324,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-04 00:21:01,0.011263157894759308,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-04 00:21:16,0.011905263157882073,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-04 00:21:31,0.011740350877210546,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-04 00:21:46,0.009842105263184445,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-04 00:22:01,0.014084210526351325,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
