[2025-Nov-04 02:56:21.010187] <info>: (UserMentionService.cpp:75:main) Starting the user-mention-service server...
[2025-Nov-04 02:58:25.880334] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=486324124695398080, usernames count=0]
[2025-Nov-04 03:01:22.958718] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=1098015365885370880, usernames count=0]
[2025-Nov-04 03:01:22.958882] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=1098015365885370880, total user_mentions count=0]
[2025-Nov-04 03:01:22.958926] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=1098015365885370880, return count=0]
[2025-Nov-04 03:01:28.327380] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=275522517096239200, usernames count=0]
[2025-Nov-04 03:01:28.327522] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=275522517096239200, total user_mentions count=0]
[2025-Nov-04 03:01:28.327562] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=275522517096239200, return count=0]
[2025-Nov-04 03:01:33.713672] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=320091145939763008, usernames count=0]
[2025-Nov-04 03:01:33.713951] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=320091145939763008, total user_mentions count=0]
[2025-Nov-04 03:01:33.714083] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=320091145939763008, return count=0]
[2025-Nov-04 03:01:39.092012] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=1085813942204490496, usernames count=0]
[2025-Nov-04 03:01:39.092178] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=1085813942204490496, total user_mentions count=0]
[2025-Nov-04 03:01:39.092212] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=1085813942204490496, return count=0]
[2025-Nov-04 03:01:44.446855] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=1146386359598792960, usernames count=0]
[2025-Nov-04 03:01:44.446985] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=1146386359598792960, total user_mentions count=0]
[2025-Nov-04 03:01:44.447029] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=1146386359598792960, return count=0]
[2025-Nov-04 03:01:49.796399] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=69302311658439376, usernames count=0]
[2025-Nov-04 03:01:49.796523] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=69302311658439376, total user_mentions count=0]
[2025-Nov-04 03:01:49.796557] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=69302311658439376, return count=0]
[2025-Nov-04 03:01:55.178450] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=689464901065572864, usernames count=0]
[2025-Nov-04 03:01:55.178606] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=689464901065572864, total user_mentions count=0]
[2025-Nov-04 03:01:55.178663] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=689464901065572864, return count=0]
[2025-Nov-04 03:02:00.549949] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=436065725402110656, usernames count=0]
[2025-Nov-04 03:02:00.550162] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=436065725402110656, total user_mentions count=0]
[2025-Nov-04 03:02:00.550272] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=436065725402110656, return count=0]
[2025-Nov-04 03:02:05.915968] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=910680505856852992, usernames count=0]
[2025-Nov-04 03:02:05.916266] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=910680505856852992, total user_mentions count=0]
[2025-Nov-04 03:02:05.916317] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=910680505856852992, return count=0]
[2025-Nov-04 03:02:11.288922] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=661394861351026048, usernames count=0]
[2025-Nov-04 03:02:11.289121] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=661394861351026048, total user_mentions count=0]
[2025-Nov-04 03:02:11.289185] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=661394861351026048, return count=0]
[2025-Nov-04 03:02:16.650570] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=414166404449845056, usernames count=0]
[2025-Nov-04 03:02:16.650687] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=414166404449845056, total user_mentions count=0]
[2025-Nov-04 03:02:16.650718] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=414166404449845056, return count=0]
[2025-Nov-04 03:02:22.009025] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=823164377895290112, usernames count=0]
[2025-Nov-04 03:02:22.009383] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=823164377895290112, total user_mentions count=0]
[2025-Nov-04 03:02:22.009471] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=823164377895290112, return count=0]
[2025-Nov-04 03:02:27.375189] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=958464950050930560, usernames count=0]
[2025-Nov-04 03:02:27.375424] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=958464950050930560, total user_mentions count=0]
[2025-Nov-04 03:02:27.375496] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=958464950050930560, return count=0]
[2025-Nov-04 03:02:32.730678] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=524860100498458560, usernames count=0]
[2025-Nov-04 03:02:32.730820] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=524860100498458560, total user_mentions count=0]
[2025-Nov-04 03:02:32.730865] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=524860100498458560, return count=0]
[2025-Nov-04 03:02:38.076848] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=546054663353102144, usernames count=0]
[2025-Nov-04 03:02:38.076973] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=546054663353102144, total user_mentions count=0]
[2025-Nov-04 03:02:38.077006] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=546054663353102144, return count=0]
[2025-Nov-04 03:02:43.430537] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=1005433043864807680, usernames count=0]
[2025-Nov-04 03:02:43.430685] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=1005433043864807680, total user_mentions count=0]
[2025-Nov-04 03:02:43.430718] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=1005433043864807680, return count=0]
[2025-Nov-04 03:02:48.788968] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=1136105002815014528, usernames count=0]
[2025-Nov-04 03:02:48.789112] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=1136105002815014528, total user_mentions count=0]
[2025-Nov-04 03:02:48.789150] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=1136105002815014528, return count=0]
[2025-Nov-04 03:02:54.162792] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=362297571077488640, usernames count=0]
[2025-Nov-04 03:02:54.162955] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=362297571077488640, total user_mentions count=0]
[2025-Nov-04 03:02:54.163049] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=362297571077488640, return count=0]
[2025-Nov-04 03:02:59.523983] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=63583063072047536, usernames count=0]
[2025-Nov-04 03:02:59.524165] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=63583063072047536, total user_mentions count=0]
[2025-Nov-04 03:02:59.524218] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=63583063072047536, return count=0]
[2025-Nov-04 03:03:04.881684] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=845560530208352640, usernames count=0]
[2025-Nov-04 03:03:04.881830] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=845560530208352640, total user_mentions count=0]
[2025-Nov-04 03:03:04.881864] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=845560530208352640, return count=0]
[2025-Nov-04 03:03:10.239735] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=1050762464549401856, usernames count=0]
[2025-Nov-04 03:03:10.239948] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=1050762464549401856, total user_mentions count=0]
[2025-Nov-04 03:03:10.240015] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=1050762464549401856, return count=0]
[2025-Nov-04 03:03:15.592836] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=394405581838855552, usernames count=0]
[2025-Nov-04 03:03:15.592990] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=394405581838855552, total user_mentions count=0]
[2025-Nov-04 03:03:15.593029] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=394405581838855552, return count=0]
[2025-Nov-04 03:03:20.943474] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=516266310661698560, usernames count=0]
[2025-Nov-04 03:03:20.943789] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=516266310661698560, total user_mentions count=0]
[2025-Nov-04 03:03:20.943907] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=516266310661698560, return count=0]
[2025-Nov-04 03:03:26.311380] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=214508257723655840, usernames count=0]
[2025-Nov-04 03:03:26.311640] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=214508257723655840, total user_mentions count=0]
[2025-Nov-04 03:03:26.311751] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=214508257723655840, return count=0]
