[2025-Nov-04 00:01:55.487166] <info>: (UserMentionService.cpp:75:main) Starting the user-mention-service server...
[2025-Nov-04 00:03:50.448183] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=329994970291196992, usernames count=0]
[2025-Nov-04 00:04:22.616926] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=576569013827515264, return count=0]
[2025-Nov-04 00:04:27.965418] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=944056805988070144, usernames count=0]
[2025-Nov-04 00:04:27.965566] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=944056805988070144, total user_mentions count=0]
[2025-Nov-04 00:04:27.965610] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=944056805988070144, return count=0]
[2025-Nov-04 00:04:33.313256] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=310419710911786752, usernames count=0]
[2025-Nov-04 00:04:33.313389] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=310419710911786752, total user_mentions count=0]
[2025-Nov-04 00:04:33.313534] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=310419710911786752, return count=0]
[2025-Nov-04 00:04:38.676487] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=42602962639225712, usernames count=0]
[2025-Nov-04 00:04:38.676635] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=42602962639225712, total user_mentions count=0]
[2025-Nov-04 00:04:38.676665] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=42602962639225712, return count=0]
[2025-Nov-04 00:04:44.036255] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=604802371089451520, usernames count=0]
[2025-Nov-04 00:04:44.036465] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=604802371089451520, total user_mentions count=0]
[2025-Nov-04 00:04:44.036519] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=604802371089451520, return count=0]
[2025-Nov-04 00:04:49.383998] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=1124729432787811840, usernames count=0]
[2025-Nov-04 00:04:49.384129] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=1124729432787811840, total user_mentions count=0]
[2025-Nov-04 00:04:49.384202] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=1124729432787811840, return count=0]
[2025-Nov-04 00:04:54.728518] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=1067269174501080832, usernames count=0]
[2025-Nov-04 00:04:54.728676] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=1067269174501080832, total user_mentions count=0]
[2025-Nov-04 00:04:54.728722] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=1067269174501080832, return count=0]
[2025-Nov-04 00:05:00.097207] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=63006785972239688, usernames count=0]
[2025-Nov-04 00:05:00.097500] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=63006785972239688, total user_mentions count=0]
[2025-Nov-04 00:05:00.097575] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=63006785972239688, return count=0]
[2025-Nov-04 00:05:05.463472] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=403747064466790976, usernames count=0]
[2025-Nov-04 00:05:05.463888] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=403747064466790976, total user_mentions count=0]
[2025-Nov-04 00:05:05.464121] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=403747064466790976, return count=0]
[2025-Nov-04 00:05:10.808121] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=817457653989505792, usernames count=0]
[2025-Nov-04 00:05:10.808291] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=817457653989505792, total user_mentions count=0]
[2025-Nov-04 00:05:10.808343] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=817457653989505792, return count=0]
[2025-Nov-04 00:05:16.167888] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=156877040418058144, usernames count=0]
[2025-Nov-04 00:05:16.168046] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=156877040418058144, total user_mentions count=0]
[2025-Nov-04 00:05:16.168079] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=156877040418058144, return count=0]
[2025-Nov-04 00:05:21.530423] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=723501153095306112, usernames count=0]
[2025-Nov-04 00:05:21.530575] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=723501153095306112, total user_mentions count=0]
[2025-Nov-04 00:05:21.530657] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=723501153095306112, return count=0]
[2025-Nov-04 00:05:26.891640] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=213895457560961504, usernames count=0]
[2025-Nov-04 00:05:26.891842] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=213895457560961504, total user_mentions count=0]
[2025-Nov-04 00:05:26.891884] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=213895457560961504, return count=0]
[2025-Nov-04 00:05:32.244024] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=701457557112756096, usernames count=0]
[2025-Nov-04 00:05:32.244197] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=701457557112756096, total user_mentions count=0]
[2025-Nov-04 00:05:32.244264] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=701457557112756096, return count=0]
[2025-Nov-04 00:05:37.599607] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=579947033231732096, usernames count=0]
[2025-Nov-04 00:05:37.599749] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=579947033231732096, total user_mentions count=0]
[2025-Nov-04 00:05:37.599817] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=579947033231732096, return count=0]
[2025-Nov-04 00:05:42.955002] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=404379049284287424, usernames count=0]
[2025-Nov-04 00:05:42.955143] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=404379049284287424, total user_mentions count=0]
[2025-Nov-04 00:05:42.955187] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=404379049284287424, return count=0]
[2025-Nov-04 00:05:48.317254] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=1046395662382439936, usernames count=0]
[2025-Nov-04 00:05:48.317402] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=1046395662382439936, total user_mentions count=0]
[2025-Nov-04 00:05:48.317437] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=1046395662382439936, return count=0]
[2025-Nov-04 00:05:53.661177] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=915646815003957376, usernames count=0]
[2025-Nov-04 00:05:53.661337] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=915646815003957376, total user_mentions count=0]
[2025-Nov-04 00:05:53.661410] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=915646815003957376, return count=0]
[2025-Nov-04 00:05:59.008815] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=837630517896685696, usernames count=0]
[2025-Nov-04 00:05:59.008969] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=837630517896685696, total user_mentions count=0]
[2025-Nov-04 00:05:59.009016] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=837630517896685696, return count=0]
[2025-Nov-04 00:06:04.368158] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=1040662436267406848, usernames count=0]
[2025-Nov-04 00:06:04.368342] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=1040662436267406848, total user_mentions count=0]
[2025-Nov-04 00:06:04.368391] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=1040662436267406848, return count=0]
[2025-Nov-04 00:06:09.754002] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=295012460822107840, usernames count=0]
[2025-Nov-04 00:06:09.754245] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=295012460822107840, total user_mentions count=0]
[2025-Nov-04 00:06:09.754320] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=295012460822107840, return count=0]
[2025-Nov-04 00:06:15.140732] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=663759481312574080, usernames count=0]
[2025-Nov-04 00:06:15.140910] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=663759481312574080, total user_mentions count=0]
[2025-Nov-04 00:06:15.140965] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=663759481312574080, return count=0]
[2025-Nov-04 00:06:20.498535] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=959499476220084096, usernames count=0]
[2025-Nov-04 00:06:20.498686] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=959499476220084096, total user_mentions count=0]
[2025-Nov-04 00:06:20.498752] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=959499476220084096, return count=0]
[2025-Nov-04 00:06:25.855328] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=217540828048969696, usernames count=0]
[2025-Nov-04 00:06:25.855564] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=217540828048969696, total user_mentions count=0]
[2025-Nov-04 00:06:25.855610] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=217540828048969696, return count=0]
[2025-Nov-04 00:06:31.203054] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=740791856849467520, usernames count=0]
[2025-Nov-04 00:06:31.203210] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=740791856849467520, total user_mentions count=0]
[2025-Nov-04 00:06:31.203259] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=740791856849467520, return count=0]
[2025-Nov-04 00:06:36.562418] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=322778391564615232, usernames count=0]
[2025-Nov-04 00:06:36.562577] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=322778391564615232, total user_mentions count=0]
[2025-Nov-04 00:06:36.562632] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=322778391564615232, return count=0]
[2025-Nov-04 00:06:41.941506] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=1111786342496405504, usernames count=0]
[2025-Nov-04 00:06:41.941886] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=1111786342496405504, total user_mentions count=0]
[2025-Nov-04 00:06:41.941939] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=1111786342496405504, return count=0]
[2025-Nov-04 00:06:47.298738] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=256066375230206368, usernames count=0]
[2025-Nov-04 00:06:47.299200] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=256066375230206368, total user_mentions count=0]
[2025-Nov-04 00:06:47.299332] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=256066375230206368, return count=0]
[2025-Nov-04 00:06:52.694861] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=443765005245219968, usernames count=0]
[2025-Nov-04 00:06:52.695033] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=443765005245219968, total user_mentions count=0]
[2025-Nov-04 00:06:52.695066] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=443765005245219968, return count=0]
[2025-Nov-04 00:06:58.074098] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=1022236866025193600, usernames count=0]
[2025-Nov-04 00:06:58.074249] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=1022236866025193600, total user_mentions count=0]
[2025-Nov-04 00:06:58.074288] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=1022236866025193600, return count=0]
[2025-Nov-04 00:07:03.443752] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=928264151296659584, usernames count=0]
[2025-Nov-04 00:07:03.443968] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=928264151296659584, total user_mentions count=0]
[2025-Nov-04 00:07:03.444019] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=928264151296659584, return count=0]
[2025-Nov-04 00:07:08.809292] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=1016512670469495040, usernames count=0]
[2025-Nov-04 00:07:08.809422] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=1016512670469495040, total user_mentions count=0]
[2025-Nov-04 00:07:08.809466] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=1016512670469495040, return count=0]
[2025-Nov-04 00:07:14.174735] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=254144195455690816, usernames count=0]
[2025-Nov-04 00:07:14.174924] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=254144195455690816, total user_mentions count=0]
[2025-Nov-04 00:07:14.174968] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=254144195455690816, return count=0]
[2025-Nov-04 00:07:19.519263] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=19975783964221320, usernames count=0]
[2025-Nov-04 00:07:19.519507] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=19975783964221320, total user_mentions count=0]
[2025-Nov-04 00:07:19.519624] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=19975783964221320, return count=0]
[2025-Nov-04 00:07:24.863508] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=587880572168578048, usernames count=0]
[2025-Nov-04 00:07:24.863684] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=587880572168578048, total user_mentions count=0]
[2025-Nov-04 00:07:24.863745] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=587880572168578048, return count=0]
[2025-Nov-04 00:07:30.227879] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=691483546358922496, usernames count=0]
[2025-Nov-04 00:07:30.228018] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=691483546358922496, total user_mentions count=0]
[2025-Nov-04 00:07:30.228055] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=691483546358922496, return count=0]
[2025-Nov-04 00:07:35.595100] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=908988977307812480, usernames count=0]
[2025-Nov-04 00:07:35.595240] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=908988977307812480, total user_mentions count=0]
[2025-Nov-04 00:07:35.595284] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=908988977307812480, return count=0]
[2025-Nov-04 00:07:40.944209] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=958277070891928960, usernames count=0]
[2025-Nov-04 00:07:40.944333] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=958277070891928960, total user_mentions count=0]
[2025-Nov-04 00:07:40.944381] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=958277070891928960, return count=0]
[2025-Nov-04 00:07:46.297755] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=501872521395061376, usernames count=0]
[2025-Nov-04 00:07:46.297936] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=501872521395061376, total user_mentions count=0]
[2025-Nov-04 00:07:46.297973] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=501872521395061376, return count=0]
[2025-Nov-04 00:07:51.651173] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=503262711586905088, usernames count=0]
[2025-Nov-04 00:07:51.651361] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=503262711586905088, total user_mentions count=0]
[2025-Nov-04 00:07:51.651423] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=503262711586905088, return count=0]
[2025-Nov-04 00:07:57.011260] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=336051966617059904, usernames count=0]
[2025-Nov-04 00:07:57.011397] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=336051966617059904, total user_mentions count=0]
[2025-Nov-04 00:07:57.011442] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=336051966617059904, return count=0]
[2025-Nov-04 00:08:02.387099] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=793304205616137728, usernames count=0]
[2025-Nov-04 00:08:02.387301] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=793304205616137728, total user_mentions count=0]
[2025-Nov-04 00:08:02.387371] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=793304205616137728, return count=0]
[2025-Nov-04 00:08:07.753210] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=1109879159868822016, usernames count=0]
[2025-Nov-04 00:08:07.753576] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=1109879159868822016, total user_mentions count=0]
[2025-Nov-04 00:08:07.753649] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=1109879159868822016, return count=0]
[2025-Nov-04 00:08:13.104644] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=614908093879599360, usernames count=0]
[2025-Nov-04 00:08:13.104862] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=614908093879599360, total user_mentions count=0]
[2025-Nov-04 00:08:13.104895] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=614908093879599360, return count=0]
[2025-Nov-04 00:08:18.444298] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=865282139179670272, usernames count=0]
[2025-Nov-04 00:08:18.444538] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=865282139179670272, total user_mentions count=0]
[2025-Nov-04 00:08:18.444611] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=865282139179670272, return count=0]
[2025-Nov-04 00:08:23.804545] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=340490630933182976, usernames count=0]
[2025-Nov-04 00:08:23.804705] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=340490630933182976, total user_mentions count=0]
[2025-Nov-04 00:08:23.804934] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=340490630933182976, return count=0]
[2025-Nov-04 00:08:29.160501] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=787650197081573888, usernames count=0]
[2025-Nov-04 00:08:29.160634] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=787650197081573888, total user_mentions count=0]
[2025-Nov-04 00:08:29.160689] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=787650197081573888, return count=0]
[2025-Nov-04 00:08:34.507997] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=714609418490770944, usernames count=0]
[2025-Nov-04 00:08:34.508143] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=714609418490770944, total user_mentions count=0]
[2025-Nov-04 00:08:34.508185] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=714609418490770944, return count=0]
[2025-Nov-04 00:08:39.857941] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=626024562496493568, usernames count=0]
[2025-Nov-04 00:08:39.858112] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=626024562496493568, total user_mentions count=0]
[2025-Nov-04 00:08:39.858153] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=626024562496493568, return count=0]
[2025-Nov-04 00:08:45.240096] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=716517515114863872, usernames count=0]
[2025-Nov-04 00:08:45.240245] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=716517515114863872, total user_mentions count=0]
[2025-Nov-04 00:08:45.240285] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=716517515114863872, return count=0]
[2025-Nov-04 00:08:50.590951] <info>: (UserMentionHandler.h:44:ComposeUserMentions) Received ComposeUserMentions request [req_id=184126118173725472, usernames count=0]
[2025-Nov-04 00:08:50.591097] <info>: (UserMentionHandler.h:236:ComposeUserMentions) ComposeUserMentions MongoDB hit [req_id=184126118173725472, total user_mentions count=0]
[2025-Nov-04 00:08:50.591131] <info>: (UserMentionHandler.h:242:ComposeUserMentions) ComposeUserMentions completed [req_id=184126118173725472, return count=0]
